from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
70169,9170169,1,,,,,,45808918-NewtonHighlandsRiverside0,45808918-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808919-NewtonHighlandsRiverside0,45808919-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808920-NewtonHighlandsRiverside0,45808920-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808921-NewtonHighlandsRiverside0,45808921-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808922-NewtonHighlandsRiverside0,45808922-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808923-NewtonHighlandsRiverside0,45808923-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808924-NewtonHighlandsRiverside0,45808924-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808925-NewtonHighlandsRiverside0,45808925-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808926-NewtonHighlandsRiverside0,45808926-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808927-NewtonHighlandsRiverside0,45808927-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808928-NewtonHighlandsRiverside0,45808928-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808929-NewtonHighlandsRiverside0,45808929-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808930-NewtonHighlandsRiverside0,45808930-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808931-NewtonHighlandsRiverside0,45808931-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808932-NewtonHighlandsRiverside0,45808932-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808933-NewtonHighlandsRiverside0,45808933-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808934-NewtonHighlandsRiverside0,45808934-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808935-NewtonHighlandsRiverside0,45808935-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808936-NewtonHighlandsRiverside0,45808936-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808937-NewtonHighlandsRiverside0,45808937-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808938-NewtonHighlandsRiverside0,45808938-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808968-NewtonHighlandsRiverside0,45808968-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808969-NewtonHighlandsRiverside0,45808969-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808970-NewtonHighlandsRiverside0,45808970-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808971-NewtonHighlandsRiverside0,45808971-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808972-NewtonHighlandsRiverside0,45808972-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808973-NewtonHighlandsRiverside0,45808973-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808974-NewtonHighlandsRiverside0,45808974-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808975-NewtonHighlandsRiverside0,45808975-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808976-NewtonHighlandsRiverside0,45808976-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808977-NewtonHighlandsRiverside0,45808977-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808978-NewtonHighlandsRiverside0,45808978-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808979-NewtonHighlandsRiverside0,45808979-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808980-NewtonHighlandsRiverside0,45808980-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808981-NewtonHighlandsRiverside0,45808981-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808982-NewtonHighlandsRiverside0,45808982-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808983-NewtonHighlandsRiverside0,45808983-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808984-NewtonHighlandsRiverside0,45808984-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808985-NewtonHighlandsRiverside0,45808985-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808986-NewtonHighlandsRiverside0,45808986-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808987-NewtonHighlandsRiverside0,45808987-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808988-NewtonHighlandsRiverside0,45808988-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808989-NewtonHighlandsRiverside0,45808989-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808990-NewtonHighlandsRiverside0,45808990-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808991-NewtonHighlandsRiverside0,45808991-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808992-NewtonHighlandsRiverside0,45808992-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808993-NewtonHighlandsRiverside0,45808993-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808994-NewtonHighlandsRiverside0,45808994-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45808995-NewtonHighlandsRiverside0,45808995-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45806523-NewtonHighlandsRiverside0,45806523-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45806573-NewtonHighlandsRiverside0,45806573-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807161-NewtonHighlandsRiverside0,45807161-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807162-NewtonHighlandsRiverside0,45807162-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807163-NewtonHighlandsRiverside0,45807163-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807165-NewtonHighlandsRiverside0,45807165-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807167-NewtonHighlandsRiverside0,45807167-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807168-NewtonHighlandsRiverside0,45807168-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807169-NewtonHighlandsRiverside0,45807169-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807172-NewtonHighlandsRiverside0,45807172-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807173-NewtonHighlandsRiverside0,45807173-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807174-NewtonHighlandsRiverside0,45807174-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807175-NewtonHighlandsRiverside0,45807175-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807176-NewtonHighlandsRiverside0,45807176-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807177-NewtonHighlandsRiverside0,45807177-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807178-NewtonHighlandsRiverside0,45807178-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807179-NewtonHighlandsRiverside0,45807179-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807180-NewtonHighlandsRiverside0,45807180-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807181-NewtonHighlandsRiverside0,45807181-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807182-NewtonHighlandsRiverside0,45807182-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807183-NewtonHighlandsRiverside0,45807183-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807184-NewtonHighlandsRiverside0,45807184-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807185-NewtonHighlandsRiverside0,45807185-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807187-NewtonHighlandsRiverside0,45807187-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807188-NewtonHighlandsRiverside0,45807188-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807189-NewtonHighlandsRiverside0,45807189-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807190-NewtonHighlandsRiverside0,45807190-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807191-NewtonHighlandsRiverside0,45807191-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807192-NewtonHighlandsRiverside0,45807192-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807193-NewtonHighlandsRiverside0,45807193-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807194-NewtonHighlandsRiverside0,45807194-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807195-NewtonHighlandsRiverside0,45807195-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807196-NewtonHighlandsRiverside0,45807196-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807197-NewtonHighlandsRiverside0,45807197-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807198-NewtonHighlandsRiverside0,45807198-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807199-NewtonHighlandsRiverside0,45807199-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807200-NewtonHighlandsRiverside0,45807200-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807201-NewtonHighlandsRiverside0,45807201-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807202-NewtonHighlandsRiverside0,45807202-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807203-NewtonHighlandsRiverside0,45807203-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807204-NewtonHighlandsRiverside0,45807204-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807206-NewtonHighlandsRiverside0,45807206-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807207-NewtonHighlandsRiverside0,45807207-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807209-NewtonHighlandsRiverside0,45807209-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807210-NewtonHighlandsRiverside0,45807210-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807211-NewtonHighlandsRiverside0,45807211-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807215-NewtonHighlandsRiverside0,45807215-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807216-NewtonHighlandsRiverside0,45807216-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807217-NewtonHighlandsRiverside0,45807217-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807219-NewtonHighlandsRiverside0,45807219-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807220-NewtonHighlandsRiverside0,45807220-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807221-NewtonHighlandsRiverside0,45807221-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807222-NewtonHighlandsRiverside0,45807222-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807223-NewtonHighlandsRiverside0,45807223-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807224-NewtonHighlandsRiverside0,45807224-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807233-NewtonHighlandsRiverside0,45807233-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807234-NewtonHighlandsRiverside0,45807234-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807235-NewtonHighlandsRiverside0,45807235-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807236-NewtonHighlandsRiverside0,45807236-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807237-NewtonHighlandsRiverside0,45807237-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807238-NewtonHighlandsRiverside0,45807238-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807239-NewtonHighlandsRiverside0,45807239-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807240-NewtonHighlandsRiverside0,45807240-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807241-NewtonHighlandsRiverside0,45807241-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807243-NewtonHighlandsRiverside0,45807243-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807244-NewtonHighlandsRiverside0,45807244-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807245-NewtonHighlandsRiverside0,45807245-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807246-NewtonHighlandsRiverside0,45807246-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807247-NewtonHighlandsRiverside0,45807247-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807307-NewtonHighlandsRiverside0,45807307-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807308-NewtonHighlandsRiverside0,45807308-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807309-NewtonHighlandsRiverside0,45807309-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807310-NewtonHighlandsRiverside0,45807310-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807311-NewtonHighlandsRiverside0,45807311-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807312-NewtonHighlandsRiverside0,45807312-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807313-NewtonHighlandsRiverside0,45807313-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807314-NewtonHighlandsRiverside0,45807314-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807315-NewtonHighlandsRiverside0,45807315-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807316-NewtonHighlandsRiverside0,45807316-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807317-NewtonHighlandsRiverside0,45807317-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807318-NewtonHighlandsRiverside0,45807318-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807319-NewtonHighlandsRiverside0,45807319-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807320-NewtonHighlandsRiverside0,45807320-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807321-NewtonHighlandsRiverside0,45807321-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807322-NewtonHighlandsRiverside0,45807322-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807323-NewtonHighlandsRiverside0,45807323-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807324-NewtonHighlandsRiverside0,45807324-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807325-NewtonHighlandsRiverside0,45807325-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807326-NewtonHighlandsRiverside0,45807326-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807327-NewtonHighlandsRiverside0,45807327-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807328-NewtonHighlandsRiverside0,45807328-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807329-NewtonHighlandsRiverside0,45807329-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807330-NewtonHighlandsRiverside0,45807330-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807331-NewtonHighlandsRiverside0,45807331-NewtonHighlandsRiverside1
70169,9170169,1,,,,,,45807332-NewtonHighlandsRiverside0,45807332-NewtonHighlandsRiverside1
70175,21917,1,,,,,,45804940-20:45-ReservoirRiverside0,45804940-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804957-20:45-ReservoirRiverside0,45804957-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804960-20:45-ReservoirRiverside0,45804960-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804972-20:45-ReservoirRiverside0,45804972-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804988-20:45-ReservoirRiverside0,45804988-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804989-20:45-ReservoirRiverside0,45804989-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804994-20:45-ReservoirRiverside0,45804994-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45804999-20:45-ReservoirRiverside0,45804999-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805003-20:45-ReservoirRiverside0,45805003-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805004-20:45-ReservoirRiverside0,45805004-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805005-20:45-ReservoirRiverside0,45805005-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805020-20:45-ReservoirRiverside0,45805020-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805023-20:45-ReservoirRiverside0,45805023-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805025-20:45-ReservoirRiverside0,45805025-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805027-20:45-ReservoirRiverside0,45805027-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805037-20:45-ReservoirRiverside0,45805037-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805041-20:45-ReservoirRiverside0,45805041-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805042-20:45-ReservoirRiverside0,45805042-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805060-20:45-ReservoirRiverside0,45805060-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805061-20:45-ReservoirRiverside0,45805061-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805065-20:45-ReservoirRiverside0,45805065-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805068-20:45-ReservoirRiverside0,45805068-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805069-20:45-ReservoirRiverside0,45805069-20:45-ReservoirRiverside1
70175,21917,1,,,,,,45805070-20:45-ReservoirRiverside0,45805070-20:45-ReservoirRiverside1
794,794,1,,,,,,45523710_1,45523710_2
9170168,70168,1,,,,,,45807802-NewtonHighlandsRiverside1,45807802-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807803-NewtonHighlandsRiverside1,45807803-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807823-NewtonHighlandsRiverside1,45807823-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807824-NewtonHighlandsRiverside1,45807824-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807825-NewtonHighlandsRiverside1,45807825-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807826-NewtonHighlandsRiverside1,45807826-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807827-NewtonHighlandsRiverside1,45807827-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45807830-NewtonHighlandsRiverside1,45807830-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808829-NewtonHighlandsRiverside1,45808829-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808830-NewtonHighlandsRiverside1,45808830-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808831-NewtonHighlandsRiverside1,45808831-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808832-NewtonHighlandsRiverside1,45808832-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808833-NewtonHighlandsRiverside1,45808833-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808834-NewtonHighlandsRiverside1,45808834-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808835-NewtonHighlandsRiverside1,45808835-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808836-NewtonHighlandsRiverside1,45808836-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808837-NewtonHighlandsRiverside1,45808837-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808838-NewtonHighlandsRiverside1,45808838-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808839-NewtonHighlandsRiverside1,45808839-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808840-NewtonHighlandsRiverside1,45808840-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808841-NewtonHighlandsRiverside1,45808841-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808842-NewtonHighlandsRiverside1,45808842-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808843-NewtonHighlandsRiverside1,45808843-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808844-NewtonHighlandsRiverside1,45808844-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808845-NewtonHighlandsRiverside1,45808845-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808846-NewtonHighlandsRiverside1,45808846-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808847-NewtonHighlandsRiverside1,45808847-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808848-NewtonHighlandsRiverside1,45808848-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808849-NewtonHighlandsRiverside1,45808849-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808850-NewtonHighlandsRiverside1,45808850-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808851-NewtonHighlandsRiverside1,45808851-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808852-NewtonHighlandsRiverside1,45808852-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808853-NewtonHighlandsRiverside1,45808853-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808854-NewtonHighlandsRiverside1,45808854-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808855-NewtonHighlandsRiverside1,45808855-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808856-NewtonHighlandsRiverside1,45808856-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808857-NewtonHighlandsRiverside1,45808857-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808858-NewtonHighlandsRiverside1,45808858-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808859-NewtonHighlandsRiverside1,45808859-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808860-NewtonHighlandsRiverside1,45808860-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808861-NewtonHighlandsRiverside1,45808861-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808862-NewtonHighlandsRiverside1,45808862-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808863-NewtonHighlandsRiverside1,45808863-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808864-NewtonHighlandsRiverside1,45808864-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808865-NewtonHighlandsRiverside1,45808865-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808866-NewtonHighlandsRiverside1,45808866-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808867-NewtonHighlandsRiverside1,45808867-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808868-NewtonHighlandsRiverside1,45808868-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808869-NewtonHighlandsRiverside1,45808869-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808870-NewtonHighlandsRiverside1,45808870-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808871-NewtonHighlandsRiverside1,45808871-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808872-NewtonHighlandsRiverside1,45808872-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808873-NewtonHighlandsRiverside1,45808873-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808874-NewtonHighlandsRiverside1,45808874-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808875-NewtonHighlandsRiverside1,45808875-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808876-NewtonHighlandsRiverside1,45808876-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808877-NewtonHighlandsRiverside1,45808877-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808878-NewtonHighlandsRiverside1,45808878-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808879-NewtonHighlandsRiverside1,45808879-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808880-NewtonHighlandsRiverside1,45808880-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808881-NewtonHighlandsRiverside1,45808881-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808882-NewtonHighlandsRiverside1,45808882-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808883-NewtonHighlandsRiverside1,45808883-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808884-NewtonHighlandsRiverside1,45808884-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808885-NewtonHighlandsRiverside1,45808885-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808886-NewtonHighlandsRiverside1,45808886-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808887-NewtonHighlandsRiverside1,45808887-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808888-NewtonHighlandsRiverside1,45808888-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808889-NewtonHighlandsRiverside1,45808889-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808890-NewtonHighlandsRiverside1,45808890-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808891-NewtonHighlandsRiverside1,45808891-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808892-NewtonHighlandsRiverside1,45808892-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808893-NewtonHighlandsRiverside1,45808893-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808894-NewtonHighlandsRiverside1,45808894-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808895-NewtonHighlandsRiverside1,45808895-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808896-NewtonHighlandsRiverside1,45808896-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808897-NewtonHighlandsRiverside1,45808897-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808898-NewtonHighlandsRiverside1,45808898-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808899-NewtonHighlandsRiverside1,45808899-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808900-NewtonHighlandsRiverside1,45808900-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808901-NewtonHighlandsRiverside1,45808901-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808902-NewtonHighlandsRiverside1,45808902-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808903-NewtonHighlandsRiverside1,45808903-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808904-NewtonHighlandsRiverside1,45808904-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808905-NewtonHighlandsRiverside1,45808905-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808906-NewtonHighlandsRiverside1,45808906-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808907-NewtonHighlandsRiverside1,45808907-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808908-NewtonHighlandsRiverside1,45808908-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808909-NewtonHighlandsRiverside1,45808909-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808910-NewtonHighlandsRiverside1,45808910-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808911-NewtonHighlandsRiverside1,45808911-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808912-NewtonHighlandsRiverside1,45808912-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808913-NewtonHighlandsRiverside1,45808913-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808914-NewtonHighlandsRiverside1,45808914-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808939-NewtonHighlandsRiverside1,45808939-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808940-NewtonHighlandsRiverside1,45808940-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808941-NewtonHighlandsRiverside1,45808941-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808942-NewtonHighlandsRiverside1,45808942-NewtonHighlandsRiverside2
9170168,70168,1,,,,,,45808943-NewtonHighlandsRiverside1,45808943-NewtonHighlandsRiverside2
